text,ann,mask_ann
l. 414 Delete ( before C. pH .,2,1
E),0,0
"For example, Padgett and Mulvey (2007) illustrate a method to identify personal values conveyed by 16 ad campaigns (another complementary dimension of personified brands) and Padgett and Mulvey (2009) demonstrate a novel way to characterize customer-brand relationship archetypes.",0,0
"However, their parameterization of the bending modulus is not acceptable because it leads to an unreasonably large (0.5 metre) persistence length for a bacterial trichome.",2,1
"Point 5: Line 53-55: “The combined process with ultrafiltration may be another promising choice, featuring a comparable removing performance as the nanofiltration and low operational cost”.",0,0
"Rather than elaborating the notion and development of NSC, this section largely discusses co-evolutionary approaches, with emphasis on discursive aspects (e.g., metaphors, open concepts and master signifiers).",0,0
"I wonder if one can draw any conclusion from the numerical simulations, where other regimes could have been explored.”",0,0
"In line 145, full stop marked an error.",2,1
line 115: Did one repetition mean one plant?,2,1
"- Figure 1 text overwrite part of the figure, and there should be comments on how this is different from a general structure for a private sector company (if you look at stakeholders as shareholders).",0,0
Response: Thanks for your comment.,0,0
"The same trend (Figure 2) was mainly due to the stable removal ability of BAC and UF for organics, causing the removal restriction.",0,0
This paper presents results from a longitudinal study of sexual subjectivity in university-age students who were followed over the course of 1 year.,0,0
"It can, however, be estimated and so we have added in the following sentences on p3:“\textcolor{red}{The coherence time is particularly hard to calculate in the Bloch oscillating case \cite{Ven13} due to the time dependence introduced by the Bloch oscillations, especially in the presence of many particles, but it can be roughly estimated to be $\tau=\tau_{\mathrm{sp}}/(1+C)$ \cite{Ven09} at cavity resonance, where$\tau_{\mathrm{sp}}^{-1}=2 \gamma \vert \alpha \vert^2 \Omega_{0}^2/\Delta_{a}^2$ is the spontaneous emission rate at an antinode.",3,1
"Not all abbreviations are listed for the table footnotes (FFM, D2O, DXA, LM, BV, ADP) Added to table 1.",0,0
"If the author(s) wish to pursue the approach of testing other potentially relevant variables, see Shelton 2007.",2,1
"Typically, in this design, the researcher presents the study in two phases, with the first phase involving qualitative data collection and the second phase involving quantitative data.",2,1
"""Similar Effect of Intermittent Theta Burst and Sham Stimulation on Corticospinal Excitability: A 5-Day Repeated Sessions Study.""",1,1
6.,0,0
Response 2:,0,0
See comments to Figure 4.,2,1
R3 •,0,0
Edits in the text are highlighted in either yellow or red font.,0,0
I have changed.,7,1
Answer to the Reviewer Point 1: The observation of the reviewer has been accepted and the table 1 was modified accordingly.,0,0
There is a difference between something that is considered to be “well-known” or folk-knowledge and demonstrable evidence.,1,1
Boxplots showing NR2F1 expression in responder and non-responder to neoadjuvant endocrine therapy in GSE145325.,0,0
The article is very well written and only requires few minor changes.,0,0
I suggest the authors to include a short section including the implications of the study after the conclusions.,2,1
"For instance, what does it mean if a regional cluster organisation is pre-dating the national policy programme it is supposed to implement, as evident from some of the cases?",2,1
This is a very important point and should be described clearly.,0,0
A potential explanation of this finding refers to the exacerbating effects of political and economic uncertainties on entrepreneurs’ risk-aversion.,0,0
"Data were subjected to ANOVA using the MIXED procedure of SAS (SAS 9.2, SAS Institute Inc., Cary, NC).",1,1
"To improve, you need the next questions: -Abstract: it is not conventional.",0,0
Thanks for the response.,0,0
frameworkboundaries to framework boundaries; populated places to Populated places/(Settlements?,2,1
"I think that is both a big oversight, and an opportunity for critics.",0,0
Comment 4.,0,0
L105: on → of,2,1
"In-text citations in Page 1 Line 27-28: “The term ""Biophilia"" is evolved from human evolution research and is coined to de-scribe humans' inherent love affinity for the living things in the natural world [1,2,64].” In-text citations in Page 1 Line 40: “…the modern built environment' as 'Biophilic Design' [24,25,65].” In-text citations in Page 2 Line 69-70: “…occupant satisfaction, health, and wellbeing after occupancy of buildings [27, 28, 67].” Citations are added in the Reference list: 64.",0,0
Lack of analysis of second-hand smoke exposure.,0,0
Each disc was loaded with 25 µL of sample solution in DMSO containing 300 µg of synthesized compounds.,0,0
"The median oxygen flow rate is shown to be 14 L/min, but FiO2 may vary depending on the method of oxygen delivery (nasal canulae, HNF, MV).",2,1
2.,0,0
I have raised the following concerns which is necessary to make this manuscript more scientifically interesting.,0,0
Fig 8 is very reminiscent of Fig 1 of Wu and Higgs (2009) J Mol Evol 69:541-554 and Fig 1 of Wu and Higgs (2011) Astrobiology 11:895-906.,0,0
how satisfied are you with the biophilic features) may not accurately depict every beneficial nuance they offer (e.g.,2,1
The general and growing aversion to ads - ad blocker or the increased use of native advertising - sponsored branded content - that appears in desired media channels is a major issue for ad agencies.,0,0
